entity_id,type,debit,credit,amount,currency,fee,tax,on_hold,settled,created_at,settled_at,settlement_id,posted_at,credit_type,description,notes,payment_id,settlement_utr,order_id,order_receipt,method,card_network,card_issuer,card_type,dispute_id
STL-FTQFM2FN,payment,0,1776980,1796054,INR,19074,2910,False,True,1737185340,1737539580,SB-2-20250122,,default,,,,UTR8FTDWUX9G,order_iV6hVH5i4GFsM4,ORD-2-0012,card,,,debit,
rfnd_OQap4dUXah9XhJ,refund,504378,0,504378,INR,0,0,False,True,1737539580,1737539580,SB-2-20250122,,default,Partial refund,,STL-FTQFM2FN,UTR8FTDWUX9G,order_iV6hVH5i4GFsM4,ORD-2-0012,card,,,debit,
STL-2BGSDTEM,payment,0,4317933,4317933,INR,0,0,False,True,1736763000,1736863920,SB-2-20250114,,default,,,,UTR0GP4AHZTE,order_DIvsYJmg4GLo1Z,ORD-2-0013,upi,,,,
rfnd_fz5zlNu0DQy9VX,refund,686137,0,686137,INR,0,0,False,True,1736863920,1736863920,SB-2-20250114,,default,Partial refund,,STL-2BGSDTEM,UTR0GP4AHZTE,order_DIvsYJmg4GLo1Z,ORD-2-0013,upi,,,,
STL-JE2W0U3V,payment,0,1162663,1162663,INR,0,0,False,True,1737273540,1737460260,SB-2-20250121,,default,,,,UTRVYGPTTBEW,order_RlALcB66BVitol,ORD-2-0014,upi,,,,
CB-57K672RB,adjustment,1162663,0,1162663,INR,0,0,False,True,1738583460,1738583460,SB-2-20250203,,default,Chargeback adjustment,,STL-JE2W0U3V,UTRM0RCJR6ZQ,order_RlALcB66BVitol,ORD-2-0014,upi,,,,disp_a6HvuYEDdV37YL
STL-JF6P7G37,payment,0,1893256,1893256,INR,0,0,False,True,1737013860,1737095700,SB-2-20250117,,default,,,,UTR68Q06ZNRX,order_BPshgUC4rlxfvh,ORD-2-0016,upi,,,,
STL-TPF84973,payment,0,295377,302516,INR,7139,1089,False,True,1737283500,1737550440,SB-2-20250122,,default,,,,UTR8FTDWUX9G,order_iUf7rgqzvud2d4,ORD-2-0017,card,,,credit,
STL-59VMEE0F,payment,0,1964622,1985710,INR,21088,3217,False,True,1737254700,1737538320,SB-2-20250122,,default,,,,UTR8FTDWUX9G,order_8D5pJUUXUm3ZXO,ORD-2-0019,card,,,debit,
rfnd_KBj7NAuVd9Gv1V,refund,321313,0,321313,INR,0,0,False,True,1737538320,1737538320,SB-2-20250122,,default,Partial refund,,STL-59VMEE0F,UTR8FTDWUX9G,order_8D5pJUUXUm3ZXO,ORD-2-0019,card,,,debit,
STL-N5OI1VFF,payment,0,1394833,1409805,INR,14972,2284,False,True,1736913960,1737086040,SB-2-20250117,,default,,,,UTR68Q06ZNRX,order_sFL8TBVJdMOfFT,ORD-2-0021,card,,,debit,
STL-9J62492W,payment,0,3800035,3891884,INR,91849,14011,False,True,1736828280,1737020760,SB-2-20250116,,default,,,,UTRCCURSJDJW,order_rJlf3QOxgglbCy,ORD-2-0022,card,,,credit,
STL-W49D1QCR,payment,0,2152741,2154157,INR,1416,216,False,True,1737181320,1737529140,SB-2-20250122,,default,,,,UTR8FTDWUX9G,order_wiD5oDicv9EKQw,ORD-2-0023,netbanking,,,,
STL-R7C7DOV3,payment,0,3632903,3632903,INR,0,0,False,True,1737216840,1737435300,SB-2-20250121,,default,,,,UTRVYGPTTBEW,order_vrxkY04Q5Hr5t6,ORD-2-0024,upi,,,,
STL-6OHVC9XA,payment,0,2292398,2347806,INR,55408,8452,False,True,1737266760,1737547320,SB-2-20250122,,default,,,,UTR8FTDWUX9G,order_nN51wIP6uZ4KKL,ORD-2-0025,card,,,credit,
STL-XNSVE0SM,payment,0,1521620,1558398,INR,36778,5610,False,True,1736863260,1737034560,SB-2-20250116,,default,,,,UTRCCURSJDJW,order_c15XsDaurETjDy,ORD-2-0026,card,,,credit,
STL-4GSVA258,payment,0,3453628,3537104,INR,83476,12734,False,True,1737041760,1737360600,SB-2-20250120,,default,,,,UTR0853U8YPD,order_kHttEq2hHU6vMX,ORD-2-0027,card,,,credit,
STL-Z6N02NQU,payment,0,4460400,4460400,INR,0,0,False,True,1737288660,1737448320,SB-2-20250121,,default,,,,UTRVYGPTTBEW,order_LpV7TOuqm1KiuW,ORD-2-0028,upi,,,,
STL-PLD4DEWN,payment,0,2364170,2365586,INR,1416,216,False,True,1737029700,1737374580,SB-2-20250120,,default,,,,UTR0853U8YPD,order_dSh2bs6Ys8i86D,ORD-2-0029,netbanking,,,,
STL-YXS0CJ0R,payment,0,1679120,1719705,INR,40585,6191,False,True,1737271260,1737519480,SB-2-20250122,,default,,,,UTR8FTDWUX9G,order_C7SgslMZnHmmP5,ORD-2-0030,card,,,credit,
STL-OHZZYBCC,payment,0,2416294,2474697,INR,58403,8909,False,True,1737271260,1737605880,SB-2-20250123,,default,,,,UTRS3RHFWDK1,order_C7SgslMZnHmmP5,ORD-2-0030,card,,,credit,
STL-P70QI812,payment,0,3904162,3904162,INR,0,0,False,True,1737302520,1737467040,SB-2-20250121,,default,,,,UTRVYGPTTBEW,order_zhvY2mT50cpb6X,ORD-2-0031,upi,,,,
rfnd_y7Dbzj2ip0yCDW,refund,487621,0,487621,INR,0,0,False,True,1737467040,1737467040,SB-2-20250121,,default,Partial refund,,STL-P70QI812,UTRVYGPTTBEW,order_zhvY2mT50cpb6X,ORD-2-0031,upi,,,,
STL-OPTDH1KQ,payment,0,1789243,1832490,INR,43247,6597,False,True,1736863140,1737029760,SB-2-20250116,,default,,,,UTRCCURSJDJW,order_RaWjlwg1eVmwjv,ORD-2-0032,card,,,credit,
STL-W2ZXJIVN,payment,0,3941447,3983754,INR,42308,6454,False,True,1737266640,1737525120,SB-2-20250122,,default,,,,UTR8FTDWUX9G,order_SOlYDjAw3vyfia,ORD-2-0033,card,,,debit,
STL-FRI5V9AG,payment,0,4635182,4635182,INR,0,0,False,True,1737085680,1737377820,SB-2-20250120,,default,,,,UTR0853U8YPD,order_7qQ4GlCAkkPiIo,ORD-2-0034,upi,,,,
STL-ALJ5QQVE,payment,0,145078,146494,INR,1416,216,False,True,1736996640,1737367800,SB-2-20250120,,default,,,,UTR0853U8YPD,order_gz79T21Xx6XN2o,ORD-2-0035,netbanking,,,,
STL-54QXFAF6,payment,0,2787308,2817227,INR,29919,4564,False,True,1737171720,1737544380,SB-2-20250122,,default,,,,UTR8FTDWUX9G,order_BZwKeVSEbBk33l,ORD-2-0038,card,,,debit,
STL-RTKMTC5Q,payment,0,1795478,1838875,INR,43397,6620,False,True,1737266160,1737535920,SB-2-20250122,,default,,,,UTR8FTDWUX9G,order_eNMeGOisnI8frj,ORD-2-0039,card,,,credit,
STL-ADE6ER14,payment,0,2380051,2437578,INR,57527,8775,False,True,1737266160,1737622320,SB-2-20250123,,default,,,,UTRS3RHFWDK1,order_eNMeGOisnI8frj,ORD-2-0039,card,,,credit,
STL-Z4B0PK3Z,payment,0,3164485,3164485,INR,0,0,False,True,1736744700,1736852280,SB-2-20250114,,default,,,,UTR0GP4AHZTE,order_ELSlrTKWBnK1aX,ORD-2-0040,upi,,,,
STL-6PSJG5MN,payment,0,3596776,3596777,INR,0,0,False,True,1736831700,1736929620,SB-2-20250115,,default,,,,UTRFB7VFW1NC,order_TKt7i9JM7EO0YZ,ORD-2-0041,upi,,,,
STL-N5LZO3IC,payment,0,1785557,1804724,INR,19167,2924,False,True,1736784600,1736940480,SB-2-20250115,,default,,,,UTRFB7VFW1NC,order_vNUMhzeZ5z05w9,ORD-2-0042,card,,,debit,
STL-7RTYZ862,payment,0,1842636,1887173,INR,44537,6794,False,True,1736926740,1737089160,SB-2-20250117,,default,,,,UTR68Q06ZNRX,order_GOGkY7qxvE4CIw,ORD-2-0043,card,,,credit,
STL-UTTVVC88,payment,0,2651597,2715687,INR,64090,9776,False,True,1736926740,1737348360,SB-2-20250120,,default,,,,UTR0853U8YPD,order_GOGkY7qxvE4CIw,ORD-2-0043,card,,,credit,
STL-DY7BC0BU,payment,0,1141353,1168940,INR,27587,4208,False,True,1736770800,1736920740,SB-2-20250115,,default,,,,UTRFB7VFW1NC,order_xFIrQV7zO1b8KE,ORD-2-0044,card,,,credit,
STL-IXKQCQJ0,payment,0,3331440,3367200,INR,35760,5455,False,True,1737010620,1737377760,SB-2-20250120,,default,,,,UTR0853U8YPD,order_Asvbf0RD1lixhx,ORD-2-0045,card,,,debit,
STL-KVC0DMLF,payment,0,3080813,3080813,INR,0,0,False,True,1736735580,1736860980,SB-2-20250114,,default,,,,UTR0GP4AHZTE,order_wghAE7k7u3gNdU,ORD-2-0046,upi,,,,
STL-N0RFCWKE,payment,0,1439290,1439290,INR,0,0,False,True,1736774400,1736829360,SB-2-20250114,,default,,,,UTR0GP4AHZTE,order_gq7WWgx3iPcAjH,ORD-2-0047,upi,,,,
STL-DL7CXKBM,payment,0,2450847,2452263,INR,1416,216,False,True,1737108000,1737438240,SB-2-20250121,,default,,,,UTRVYGPTTBEW,order_T7o7u0MnUsbxKa,ORD-2-0048,netbanking,,,,
STL-PHVA9D1S,payment,0,2928021,2928021,INR,0,0,False,True,1736875080,1736948760,SB-2-20250115,,default,,,,UTRFB7VFW1NC,order_n856qrjevy5lUH,ORD-2-0049,upi,,,,
rfnd_hSHW2Nt1Elf9ad,refund,450470,0,450470,INR,0,0,False,True,1736948760,1736948760,SB-2-20250115,,default,Partial refund,,STL-PHVA9D1S,UTRFB7VFW1NC,order_n856qrjevy5lUH,ORD-2-0049,upi,,,,
STL-1JC5KAHV,payment,0,2386910,2386910,INR,0,0,False,True,1737301320,1737467640,SB-2-20250121,,default,,,,UTRVYGPTTBEW,order_dzpQKRdxAZubl2,ORD-2-0050,upi,,,,
STL-37L4Z510,payment,0,1944355,1965226,INR,20871,3184,False,True,1736953920,1737113340,SB-2-20250117,,default,,,,UTR68Q06ZNRX,order_vANjIG3yVzIBxf,ORD-2-0051,card,,,debit,
rfnd_OjdgURKFNf3ADi,refund,566302,0,566302,INR,0,0,False,True,1737113340,1737113340,SB-2-20250117,,default,Partial refund,,STL-37L4Z510,UTR68Q06ZNRX,order_vANjIG3yVzIBxf,ORD-2-0051,card,,,debit,
STL-JKR1IRC9,payment,0,629804,636564,INR,6760,1031,False,True,1737026460,1737381420,SB-2-20250120,,default,,,,UTR0853U8YPD,order_yQNZIh13eMXPXq,ORD-2-0052,card,,,debit,
STL-EKFXVRO6,payment,0,2538525,2539941,INR,1416,216,False,True,1736912820,1737114240,SB-2-20250117,,default,,,,UTR68Q06ZNRX,order_kM4xWtiPp9Psgp,ORD-2-0053,netbanking,,,,
STL-G6PKAWXT,payment,0,2947560,2947560,INR,0,0,False,True,1737211980,1737449400,SB-2-20250121,,default,,,,UTRVYGPTTBEW,order_UcEeWl7LrR3oAi,ORD-2-0054,upi,,,,
STL-FVQ7XVDK,payment,0,2620943,2649077,INR,28134,4292,False,True,1737176700,1737549960,SB-2-20250122,,default,,,,UTR8FTDWUX9G,order_84OCQvlhRUaHWu,ORD-2-0055,card,,,debit,
STL-VEJQIBSU,payment,0,587256,587256,INR,0,0,False,True,1737105300,1737345180,SB-2-20250120,,default,,,,UTR0853U8YPD,order_dmurAAH4RiXWqz,ORD-2-0056,upi,,,,
rfnd_lOsGUBM872pAgL,refund,106489,0,106489,INR,0,0,False,True,1737345180,1737345180,SB-2-20250120,,default,Partial refund,,STL-VEJQIBSU,UTR0853U8YPD,order_dmurAAH4RiXWqz,ORD-2-0056,upi,,,,
STL-VRXWEWPJ,payment,0,736986,736986,INR,0,0,False,True,1737116940,1737371700,SB-2-20250120,,default,,,,UTR0853U8YPD,order_BfUFnHYGfXnJS4,ORD-2-0057,upi,,,,
STL-H9J22VF7,payment,0,539673,539673,INR,0,0,False,True,1737200820,1737462060,SB-2-20250121,,default,,,,UTRVYGPTTBEW,order_fHHgHhOsq8RHYZ,ORD-2-0058,upi,,,,
STL-7Z47QYEL,payment,0,4247004,4349656,INR,102652,15659,False,True,1736932500,1737116460,SB-2-20250117,,default,,,,UTR68Q06ZNRX,order_XAgkosJpLpYBua,ORD-2-0059,card,,,credit,
STL-ZUR35HGP,payment,0,4638538,4750653,INR,112115,17102,False,True,1736836200,1737002520,SB-2-20250116,,default,,,,UTRCCURSJDJW,order_oSitqpoctCWmfK,ORD-2-9553,card,,,credit,
