entity_id,type,debit,credit,amount,currency,fee,tax,on_hold,settled,created_at,settled_at,settlement_id,posted_at,credit_type,description,notes,payment_id,settlement_utr,order_id,order_receipt,method,card_network,card_issuer,card_type,dispute_id
STL-W8ZBA67A,payment,0,4356548,4461848,INR,105300,16063,False,True,1737800460,1738130880,SB-3-20250129,,default,,,,UTRR3B6JOM7O,order_NAVET2xEB7MLNO,ORD-3-0020,card,,,credit,
STL-8K18PRAF,payment,0,4038060,4081405,INR,43345,6612,False,True,1737823680,1738158180,SB-3-20250129,,default,,,,UTRR3B6JOM7O,order_S2xGhtKcOeAtSD,ORD-3-0021,card,,,debit,
STL-U1F66GDP,payment,0,4403721,4403721,INR,0,0,False,True,1737883860,1738046580,SB-3-20250128,,default,,,,UTRONHSJFLTC,order_w6b6fVvsjRFijj,ORD-3-0022,upi,,,,
STL-U3UV4FZB,payment,0,3556517,3556519,INR,0,0,False,True,1737530220,1737622620,SB-3-20250123,,default,,,,UTR7GSHYEEUE,order_SPx5a1hLVAIAoH,ORD-3-0023,upi,,,,
STL-9JJNK3N8,payment,0,1654249,1654249,INR,0,0,False,True,1737728460,1737965100,SB-3-20250127,,default,,,,UTR637C5LNYJ,order_lLA1OS47AJebLS,ORD-3-0024,upi,,,,
STL-34FNAHE7,payment,0,1149563,1149563,INR,0,0,False,True,1737728460,1738051500,SB-3-20250128,,default,,,,UTRONHSJFLTC,order_lLA1OS47AJebLS,ORD-3-0024,upi,,,,
STL-IKGOUFC8,payment,0,4028881,4072127,INR,43246,6597,False,True,1737888720,1738144620,SB-3-20250129,,default,,,,UTRR3B6JOM7O,order_YUEFkLvggfyzrU,ORD-3-0025,card,,,debit,
STL-NCIZT51N,payment,0,4673361,4673361,INR,0,0,False,True,1737729540,1737949020,SB-3-20250127,,default,,,,UTR637C5LNYJ,order_LQEPSWSAbMTv0T,ORD-3-0026,upi,,,,
STL-GD0IJW7A,payment,0,4681059,4731306,INR,50247,7665,False,True,1737515640,1737707940,SB-3-20250124,,default,,,,UTRXWL04HOEC,order_liAxOicpCBKxw4,ORD-3-0027,card,,,debit,
rfnd_R643RyEmKTLuxW,refund,1441420,0,1441420,INR,0,0,False,True,1737707940,1737707940,SB-3-20250124,,default,Partial refund,,STL-GD0IJW7A,UTRXWL04HOEC,order_liAxOicpCBKxw4,ORD-3-0027,card,,,debit,
STL-7S96K79F,payment,0,2248147,2302486,INR,54339,8289,False,True,1737363660,1737520740,SB-3-20250122,,default,,,,UTR9K9FHWCAC,order_4Uict1Lbp0II9I,ORD-3-0028,card,,,credit,
STL-BFAKY7GU,payment,0,4043345,4086747,INR,43402,6621,False,True,1737738660,1738060380,SB-3-20250128,,default,,,,UTRONHSJFLTC,order_vfxn8yvEIx5dnj,ORD-3-0029,card,,,debit,
STL-O25KTI30,payment,0,954354,954354,INR,0,0,False,True,1737703260,1737967200,SB-3-20250127,,default,,,,UTR637C5LNYJ,order_SWPJM6Vy7HlD32,ORD-3-0030,upi,,,,
STL-R4M003ZK,payment,0,4469261,4469261,INR,0,0,False,True,1737619860,1737700140,SB-3-20250124,,default,,,,UTRXWL04HOEC,order_q8iJC7id5zaE7e,ORD-3-0032,upi,,,,
STL-T1T2Y3E5,payment,0,3492354,3529841,INR,37487,5718,False,True,1737538320,1737724260,SB-3-20250124,,default,,,,UTRXWL04HOEC,order_X3HOnsEDUZysjC,ORD-3-0034,card,,,debit,
CB-H6UJTRFT,adjustment,3492354,0,3529841,INR,37487,5718,False,True,1738329060,1738329060,SB-3-20250131,,default,Chargeback adjustment,,STL-T1T2Y3E5,UTRUGUFZYT1P,order_X3HOnsEDUZysjC,ORD-3-0034,card,,,debit,disp_mvky5CovCUvXbb
STL-8PWHCGR0,payment,0,2313522,2313522,INR,0,0,False,True,1737883020,1738047120,SB-3-20250128,,default,,,,UTRONHSJFLTC,order_cbJMp5hHCa8w7l,ORD-3-0035,upi,,,,
STL-30I5OG3M,payment,0,3466584,3466584,INR,0,0,False,True,1737879540,1738046940,SB-3-20250128,,default,,,,UTRONHSJFLTC,order_WZkReCb2E0zXuB,ORD-3-0036,upi,,,,
STL-79KTMH90,payment,0,2339395,2339395,INR,0,0,False,True,1737524940,1737625680,SB-3-20250123,,default,,,,UTR7GSHYEEUE,order_7BgsWNw6TBKocY,ORD-3-0037,upi,,,,
STL-EVQDM2D3,payment,0,4345614,4450649,INR,105035,16022,False,True,1737477240,1737623040,SB-3-20250123,,default,,,,UTR7GSHYEEUE,order_2kv7FF5lY3Fk1S,ORD-3-0039,card,,,credit,
STL-8ROFLBX2,payment,0,4034723,4034723,INR,0,0,False,True,1737642300,1737720960,SB-3-20250124,,default,,,,UTRXWL04HOEC,order_zBnCm8RiokpMaZ,ORD-3-0040,upi,,,,
STL-9HF6SXKP,payment,0,2611179,2612595,INR,1416,216,False,True,1737815640,1738128720,SB-3-20250129,,default,,,,UTRR3B6JOM7O,order_jKtYh70iqIx2gO,ORD-3-0041,netbanking,,,,
STL-QAZ8YHUX,payment,0,4182169,4182169,INR,0,0,False,True,1737788520,1738073520,SB-3-20250128,,default,,,,UTRONHSJFLTC,order_1xTGqfKyw18Lh5,ORD-3-0042,upi,,,,
STL-B7LWEEVL,payment,0,2717829,2717829,INR,0,0,False,True,1737620940,1737693540,SB-3-20250124,,default,,,,UTRXWL04HOEC,order_XWuxwI1zzLrXhf,ORD-3-0043,upi,,,,
STL-DVOAIEGW,payment,0,3528762,3614054,INR,85292,13011,False,True,1737514560,1737699720,SB-3-20250124,,default,,,,UTRXWL04HOEC,order_OhmwMXvW0pZzp6,ORD-3-0044,card,,,credit,
STL-0GENIM03,payment,0,2238948,2238948,INR,0,0,False,True,1737342660,1737451080,SB-3-20250121,,default,,,,UTRV734ZPJ5R,order_pctwGgJ1ORGTh8,ORD-3-0045,upi,,,,
STL-PQ48YWW2,payment,0,3579228,3579230,INR,0,0,False,True,1737816960,1738041060,SB-3-20250128,,default,,,,UTRONHSJFLTC,order_GwNiLbUy4QXeYk,ORD-3-0046,upi,,,,
STL-764HX63B,payment,0,4146303,4190809,INR,44506,6789,False,True,1737725580,1738049340,SB-3-20250128,,default,,,,UTRONHSJFLTC,order_5x2Zp9i9NpyV7j,ORD-3-0047,card,,,debit,
rfnd_tzI7vY7mPmjDhP,refund,1353693,0,1353693,INR,0,0,False,True,1738049340,1738049340,SB-3-20250128,,default,Partial refund,,STL-764HX63B,UTRONHSJFLTC,order_5x2Zp9i9NpyV7j,ORD-3-0047,card,,,debit,
STL-7G0BAUCR,payment,0,3274287,3275703,INR,1416,216,False,True,1737564300,1737691740,SB-3-20250124,,default,,,,UTRXWL04HOEC,order_3e68SrBlhE76o0,ORD-3-0048,netbanking,,,,
STL-K1C9BG5X,payment,0,3128364,3128364,INR,0,0,False,True,1737537720,1737613020,SB-3-20250123,,default,,,,UTR7GSHYEEUE,order_6IXSshVy9vSHPi,ORD-3-0049,upi,,,,
STL-WP6URTRU,payment,0,2918651,2918651,INR,0,0,False,True,1737813660,1738047180,SB-3-20250128,,default,,,,UTRONHSJFLTC,order_kXuGr7n422Hgws,ORD-3-0051,upi,,,,
STL-PDM9FPH4,payment,0,4280134,4326077,INR,45943,7008,False,True,1737629340,1737964200,SB-3-20250127,,default,,,,UTR637C5LNYJ,order_OxxmtJUWQ7Q7CY,ORD-3-0052,card,,,debit,
STL-H334JITZ,payment,0,2386188,2411801,INR,25613,3907,False,True,1737544980,1737723180,SB-3-20250124,,default,,,,UTRXWL04HOEC,order_SuSWzpaCBUKt13,ORD-3-0053,card,,,debit,
rfnd_UUzFb2jo60r7Ke,refund,831511,0,831511,INR,0,0,False,True,1737723180,1737723180,SB-3-20250124,,default,Partial refund,,STL-H334JITZ,UTRXWL04HOEC,order_SuSWzpaCBUKt13,ORD-3-0053,card,,,debit,
STL-NI5HX4SU,payment,0,598489,598489,INR,0,0,False,True,1737450900,1737535500,SB-3-20250122,,default,,,,UTR9K9FHWCAC,order_mzAhbHr0n9UIAj,ORD-3-0054,upi,,,,
STL-LO0EEIBJ,payment,0,2500188,2560618,INR,60430,9218,False,True,1737473160,1737633540,SB-3-20250123,,default,,,,UTR7GSHYEEUE,order_8wmDJc3RrJBntP,ORD-3-0056,card,,,credit,
STL-JTZOKKDN,payment,0,3207829,3207832,INR,0,0,False,True,1737801360,1738049760,SB-3-20250128,,default,,,,UTRONHSJFLTC,order_9PleM7Ymej5Jn9,ORD-3-0059,upi,,,,
STL-DQOXVUWA,payment,0,2716029,2717445,INR,1416,216,False,True,1737613800,1737976980,SB-3-20250127,,default,,,,UTR637C5LNYJ,order_O2dRJdp6hs6CuO,ORD-3-9722,netbanking,,,,
