entity_id,type,debit,credit,amount,currency,fee,tax,on_hold,settled,created_at,settled_at,settlement_id,posted_at,credit_type,description,notes,payment_id,settlement_utr,order_id,order_receipt,method,card_network,card_issuer,card_type,dispute_id
STL-51235LNS,payment,0,1239820,1269785,INR,29967,4571,False,True,1738136520,1738301700,SB-4-20250131,,default,,,,UTRSII45WRMC,order_AClsA0HpwGkEB4,ORD-4-0026,card,,,credit,
STL-062CQP6A,payment,0,4188558,4188558,INR,0,0,False,True,1738501800,1738646220,SB-4-20250204,,default,,,,UTRCM20WROA7,order_Ei6rU5S9b5Aqxu,ORD-4-0027,upi,,,,
STL-CYAO6OU9,payment,0,2642663,2706538,INR,63875,9744,False,True,1738302240,1738644480,SB-4-20250204,,default,,,,UTRCM20WROA7,order_qDGP585sdkgnox,ORD-4-0028,card,,,credit,
STL-0RLOMJRC,payment,0,2659184,2723457,INR,64273,9804,False,True,1738061220,1738222800,SB-4-20250130,,default,,,,UTRZYYJ3RN4Y,order_5rzjsK1DZXDlV4,ORD-4-0029,card,,,credit,
STL-LD3Y5US2,payment,0,2767923,2767923,INR,0,0,False,True,1738058460,1738123200,SB-4-20250129,,default,,,,UTRDPDMNRWY6,order_JFBAllyEv46U1i,ORD-4-0031,upi,,,,
STL-43I1T13D,payment,0,132705,132705,INR,0,0,False,True,1738057740,1738144620,SB-4-20250129,,default,,,,UTRDPDMNRWY6,order_qcDVIupLkV9WmN,ORD-4-0032,upi,,,,
STL-A0MFMD0K,payment,0,2476234,2536086,INR,59852,9130,False,True,1738038060,1738212360,SB-4-20250130,,default,,,,UTRZYYJ3RN4Y,order_zSG7qW0j9PiZ30,ORD-4-0033,card,,,credit,
STL-Z3Y88IKU,payment,0,928355,950794,INR,22439,3423,False,True,1738119240,1738333020,SB-4-20250131,,default,,,,UTRSII45WRMC,order_Wq24zZ4ltfyvMg,ORD-4-0034,card,,,credit,
STL-1U9HL1GI,payment,0,4629670,4741571,INR,111901,17070,False,True,1738167840,1738301640,SB-4-20250131,,default,,,,UTRSII45WRMC,order_jzBvb3Pg6FDyKe,ORD-4-0035,card,,,credit,
STL-XC41GUVB,payment,0,705486,713059,INR,7573,1155,False,True,1738171140,1738301340,SB-4-20250131,,default,,,,UTRSII45WRMC,order_abxZeXlGyu0rGg,ORD-4-0037,card,,,debit,
STL-ATUC73EL,payment,0,1657703,1657703,INR,0,0,False,True,1738306620,1738558740,SB-4-20250203,,default,,,,UTRA5KODLU60,order_m2oIMovW3ZlqVV,ORD-4-0038,upi,,,,
STL-V8ZUQM6N,payment,0,337360,340981,INR,3621,552,False,True,1737966480,1738143780,SB-4-20250129,,default,,,,UTRDPDMNRWY6,order_1w0gh2NseMuLCF,ORD-4-0039,card,,,debit,
STL-XV9AEA38,payment,0,541076,546884,INR,5808,886,False,True,1738513620,1738733760,SB-4-20250205,,default,,,,UTRHG9Y08NVS,order_tCUz99MFZTeV15,ORD-4-0040,card,,,debit,
STL-141PZHH7,payment,0,610151,616700,INR,6549,999,False,True,1738513620,1738820160,SB-4-20250206,,default,,,,UTRQWYTIS7SP,order_tCUz99MFZTeV15,ORD-4-0040,card,,,debit,
STL-D4DLZC5Y,payment,0,3611294,3698581,INR,87287,13315,False,True,1738329060,1738671660,SB-4-20250204,,default,,,,UTRCM20WROA7,order_jgRB5gwlw2oZP5,ORD-4-0041,card,,,credit,
STL-ZYKCHUCH,payment,0,3537078,3622570,INR,85492,13041,False,True,1737980940,1738160460,SB-4-20250129,,default,,,,UTRDPDMNRWY6,order_VMyQ9Ao1GT1RIv,ORD-4-0043,card,,,credit,
STL-KT3TXG0P,payment,0,1690193,1690193,INR,0,0,False,True,1738230600,1738298160,SB-4-20250131,,default,,,,UTRSII45WRMC,order_qVtvjfLiu7AOhr,ORD-4-0044,upi,,,,
STL-P5DT6DCB,payment,0,4871068,4871068,INR,0,0,False,True,1738038840,1738122120,SB-4-20250129,,default,,,,UTRDPDMNRWY6,order_xpubXwRjhmPljN,ORD-4-0045,upi,,,,
STL-FWVOXXBY,payment,0,3030336,3030336,INR,0,0,False,True,1738333320,1738586940,SB-4-20250203,,default,,,,UTRA5KODLU60,order_VCjGIiCYdXFveP,ORD-4-0046,upi,,,,
rfnd_utstgvptxxVOXp,refund,1344844,0,1344844,INR,0,0,False,True,1738586940,1738586940,SB-4-20250203,,default,Partial refund,,STL-FWVOXXBY,UTRA5KODLU60,order_VCjGIiCYdXFveP,ORD-4-0046,upi,,,,
STL-8T0MH0B6,payment,0,3342631,3423423,INR,80792,12324,False,True,1738158900,1738320720,SB-4-20250131,,default,,,,UTRSII45WRMC,order_lRKO16GqwM9Lk6,ORD-4-0047,card,,,credit,
STL-VIQ117B7,payment,0,3106358,3106358,INR,0,0,False,True,1738482360,1738646400,SB-4-20250204,,default,,,,UTRCM20WROA7,order_1Bq6lbO1Sl7ZrY,ORD-4-0048,upi,,,,
rfnd_peheZwzy68iVCV,refund,436081,0,436081,INR,0,0,False,True,1738646400,1738646400,SB-4-20250204,,default,Partial refund,,STL-VIQ117B7,UTRCM20WROA7,order_1Bq6lbO1Sl7ZrY,ORD-4-0048,upi,,,,
STL-DX0BWYZA,payment,0,4959466,4959466,INR,0,0,False,True,1738209360,1738303140,SB-4-20250131,,default,,,,UTRSII45WRMC,order_mGUgmCWr22yywm,ORD-4-0049,upi,,,,
STL-D5ADYNVI,payment,0,855207,875878,INR,20671,3153,False,True,1738390800,1738760760,SB-4-20250205,,default,,,,UTRHG9Y08NVS,order_h0KUvw3cEFQKRd,ORD-4-0050,card,,,credit,
STL-R0O5D0YR,payment,0,4257491,4257494,INR,0,0,False,True,1738397460,1738664940,SB-4-20250204,,default,,,,UTRCM20WROA7,order_2Mv7xwjG6KcWqL,ORD-4-0051,upi,,,,
STL-8OCAD5I8,payment,0,2683133,2747986,INR,64853,9893,False,True,1738502940,1738764960,SB-4-20250205,,default,,,,UTRHG9Y08NVS,order_UIA3w20pdBxUk4,ORD-4-0052,card,,,credit,
STL-F5TML5XP,payment,0,3923366,3923366,INR,0,0,False,True,1738377060,1738664640,SB-4-20250204,,default,,,,UTRCM20WROA7,order_hiFuxOD8TQP7Es,ORD-4-0053,upi,,,,
STL-447M0ZZ3,payment,0,4158743,4259261,INR,100518,15333,False,True,1738386840,1738734000,SB-4-20250205,,default,,,,UTRHG9Y08NVS,order_M7NTVpEEyiZvtk,ORD-4-0054,card,,,credit,
rfnd_GIjhqCB7gUiG4Z,refund,2053273,0,2053273,INR,0,0,False,True,1738734000,1738734000,SB-4-20250205,,default,Partial refund,,STL-447M0ZZ3,UTRHG9Y08NVS,order_M7NTVpEEyiZvtk,ORD-4-0054,card,,,credit,
STL-WTA4ZYSM,payment,0,4889402,4889402,INR,0,0,False,True,1738475100,1738656180,SB-4-20250204,,default,,,,UTRCM20WROA7,order_Bz7h7l3swi0m98,ORD-4-0055,upi,,,,
STL-KJW6U0AH,payment,0,1936301,1936301,INR,0,0,False,True,1737955200,1738042320,SB-4-20250128,,default,,,,UTRH7ZGVEKY2,order_8CUX5jTDDQcOkC,ORD-4-0056,upi,,,,
STL-IEC1658I,payment,0,394693,398929,INR,4236,646,False,True,1737965280,1738159680,SB-4-20250129,,default,,,,UTRDPDMNRWY6,order_wTjiHtsJejwCiy,ORD-4-0057,card,,,debit,
STL-GW67S1MC,payment,0,1487183,1487183,INR,0,0,False,True,1737983760,1738041840,SB-4-20250128,,default,,,,UTRH7ZGVEKY2,order_0q89NQXBAHV05q,ORD-4-0058,upi,,,,
STL-I7QB5YIG,payment,0,3233966,3233966,INR,0,0,False,True,1738492920,1738643880,SB-4-20250204,,default,,,,UTRCM20WROA7,order_M8dzFKFFU7xa4b,ORD-4-0059,upi,,,,
rfnd_lTCD6YN2z5TdMZ,refund,879233,0,879233,INR,0,0,False,True,1738643880,1738643880,SB-4-20250204,,default,Partial refund,,STL-I7QB5YIG,UTRCM20WROA7,order_M8dzFKFFU7xa4b,ORD-4-0059,upi,,,,
STL-C9DH583W,payment,0,637513,637513,INR,0,0,False,True,1738218600,1738298100,SB-4-20250131,,default,,,,UTRSII45WRMC,order_eNeSvzHshhDVn1,ORD-4-9715,upi,,,,
