entity_id,type,debit,credit,amount,currency,fee,tax,on_hold,settled,created_at,settled_at,settlement_id,posted_at,credit_type,description,notes,payment_id,settlement_utr,order_id,order_receipt,method,card_network,card_issuer,card_type,dispute_id
STL-GVX7TGLB,payment,0,241614,241614,INR,0,0,False,True,1739023440,1739266320,SB-5-20250211,,default,,,,UTRXRI8TSZ1F,order_SpsNgePCjYCB9O,ORD-5-0012,upi,,,,
STL-KBCZXOL8,payment,0,2507461,2571175,INR,63714,9719,False,True,1738733460,1738925400,SB-5-20250207,,default,,,,UTROAFNGGC52,order_yMFKQxqFgdzipZ,ORD-5-0013,card,,,credit,
STL-GMYODAQ8,payment,0,4357931,4468665,INR,110734,16892,False,True,1739121000,1739333640,SB-5-20250212,,default,,,,UTR5EI1NDOE7,order_k3iA0dJNfnlMqe,ORD-5-0015,card,,,credit,
STL-6CEJIZVQ,payment,0,3512256,3512256,INR,0,0,False,True,1738828620,1738933920,SB-5-20250207,,default,,,,UTROAFNGGC52,order_KdeWHGP34TDRxZ,ORD-5-0016,upi,,,,
STL-MJE1I2Z6,payment,0,569929,569929,INR,0,0,False,True,1738550580,1738641180,SB-5-20250204,,default,,,,UTRLGH3H1WV6,order_lDyY8tiVm9eh9P,ORD-5-0017,upi,,,,
STL-RHPMHTRQ,payment,0,4543388,4543388,INR,0,0,False,True,1738904040,1739181600,SB-5-20250210,,default,,,,UTR17WZR5KOW,order_PNttgXbwzLrbBS,ORD-5-0018,upi,,,,
STL-RRAXU3ZI,payment,0,3016037,3050230,INR,34193,5216,False,True,1738551120,1738750800,SB-5-20250205,,default,,,,UTR829QKKIQX,order_U56LqLcHZ1y1lj,ORD-5-0019,card,,,debit,
STL-4EW3Z4A5,payment,0,1320012,1353553,INR,33541,5116,False,True,1738753020,1738935900,SB-5-20250207,,default,,,,UTROAFNGGC52,order_TUpX5uFmnhnf97,ORD-5-0020,card,,,credit,
STL-B4AN5OYY,payment,0,650156,666676,INR,16520,2520,False,True,1738753020,1739195100,SB-5-20250210,,default,,,,UTR17WZR5KOW,order_TUpX5uFmnhnf97,ORD-5-0020,card,,,credit,
STL-RIESKJ56,payment,0,1124006,1136749,INR,12743,1944,False,True,1739007300,1739369280,SB-5-20250212,,default,,,,UTR5EI1NDOE7,order_WZSHHPapK0Hu4I,ORD-5-0021,card,,,debit,
STL-FGT81ZBO,payment,0,504988,510713,INR,5725,873,False,True,1739007300,1739455680,SB-5-20250213,,default,,,,UTRB6JJ6ED9D,order_WZSHHPapK0Hu4I,ORD-5-0021,card,,,debit,
STL-V3Q228U4,payment,0,2876211,2876211,INR,0,0,False,True,1738563240,1738671720,SB-5-20250204,,default,,,,UTRLGH3H1WV6,order_PxVYp6silu1har,ORD-5-0022,upi,,,,
CB-D0M3YZV0,adjustment,2876211,0,2876211,INR,0,0,False,True,1739362920,1739362920,SB-5-20250212,,default,Chargeback adjustment,,STL-V3Q228U4,UTR5EI1NDOE7,order_PxVYp6silu1har,ORD-5-0022,upi,,,,disp_CvNpulJoVA3wtz
STL-04L5RMFU,payment,0,3482626,3484160,INR,1534,234,False,True,1738556520,1738734120,SB-5-20250205,,default,,,,UTR829QKKIQX,order_CmVfGaoASkuRJd,ORD-5-0024,netbanking,,,,
STL-MHRYAH2V,payment,0,2267488,2267488,INR,0,0,False,True,1739004000,1739264700,SB-5-20250211,,default,,,,UTRXRI8TSZ1F,order_PxgsUsq04y8e4S,ORD-5-0025,upi,,,,
STL-XI6XD2I4,payment,0,1426258,1426258,INR,0,0,False,True,1738841700,1738907220,SB-5-20250207,,default,,,,UTROAFNGGC52,order_lXVRkctZhb46HE,ORD-5-0026,upi,,,,
STL-LGXO91QS,payment,0,3935705,4035710,INR,100005,15255,False,True,1738596420,1738763820,SB-5-20250205,,default,,,,UTR829QKKIQX,order_LF9njb9IZtTJBm,ORD-5-0027,card,,,credit,
STL-3UVWUVTZ,payment,0,1563907,1563907,INR,0,0,False,True,1738860360,1738928580,SB-5-20250207,,default,,,,UTROAFNGGC52,order_3miSO7BjLFp5c0,ORD-5-0028,upi,,,,
STL-5K9RDNWK,payment,0,4272943,4272943,INR,0,0,False,True,1738668420,1738736160,SB-5-20250205,,default,,,,UTR829QKKIQX,order_OYTncgU8wd2nZ6,ORD-5-0029,upi,,,,
STL-HYYZ2XKN,payment,0,4603457,4720429,INR,116972,17843,False,True,1738686900,1738843680,SB-5-20250206,,default,,,,UTRMWW57XN6X,order_hjwrbjYxgT00Xh,ORD-5-0030,card,,,credit,
STL-WAM8UPS1,payment,0,4456742,4458276,INR,1534,234,False,True,1738991760,1739345880,SB-5-20250212,,default,,,,UTR5EI1NDOE7,order_2XAD3ZXM2z3rH9,ORD-5-0031,netbanking,,,,
STL-EAM27FID,payment,0,2523275,2523275,INR,0,0,False,True,1738593840,1738657980,SB-5-20250204,,default,,,,UTRLGH3H1WV6,order_LaDjio7rkSMXJo,ORD-5-0032,upi,,,,
STL-XEUSCR3R,payment,0,2472962,2472962,INR,0,0,False,True,1738661820,1738735380,SB-5-20250205,,default,,,,UTR829QKKIQX,order_eejeZdgW3xe87n,ORD-5-0033,upi,,,,
STL-NUDECU8N,payment,0,1734431,1754095,INR,19664,3000,False,True,1738583760,1738730880,SB-5-20250205,,default,,,,UTR829QKKIQX,order_8OODl0vlyofu8p,ORD-5-0034,card,,,debit,
STL-JJH1VMOK,payment,0,3954596,3954596,INR,0,0,False,True,1738824360,1738920420,SB-5-20250207,,default,,,,UTROAFNGGC52,order_x3MNrykw2Y0lqc,ORD-5-0035,upi,,,,
STL-9QSG8H4F,payment,0,2353715,2353715,INR,0,0,False,True,1738827780,1738902840,SB-5-20250207,,default,,,,UTROAFNGGC52,order_OYdeK7O2C2bZa2,ORD-5-0036,upi,,,,
STL-NYUC3OTS,payment,0,3053656,3053656,INR,0,0,False,True,1739075280,1739245860,SB-5-20250211,,default,,,,UTRXRI8TSZ1F,order_94qCifBuIe0KTI,ORD-5-0037,upi,,,,
STL-698T8DUS,payment,0,692882,692882,INR,0,0,False,True,1738828380,1738912380,SB-5-20250207,,default,,,,UTROAFNGGC52,order_jC64GmpWpbzGCL,ORD-5-0038,upi,,,,
STL-9VF3H6YZ,payment,0,1969856,1992189,INR,22333,3407,False,True,1738911000,1739275260,SB-5-20250211,,default,,,,UTRXRI8TSZ1F,order_5g2UIWymHUnhyC,ORD-5-0039,card,,,debit,
rfnd_9QXJbENgWRdWZj,refund,903194,0,903194,INR,0,0,False,True,1739275260,1739275260,SB-5-20250211,,default,Partial refund,,STL-9VF3H6YZ,UTRXRI8TSZ1F,order_5g2UIWymHUnhyC,ORD-5-0039,card,,,debit,
STL-H9A19LK1,payment,0,4260692,4260692,INR,0,0,False,True,1738663620,1738765140,SB-5-20250205,,default,,,,UTR829QKKIQX,order_7YStAkdpl1LZlw,ORD-5-0040,upi,,,,
STL-9K4GMTC7,payment,0,1079802,1079802,INR,0,0,False,True,1738828140,1738920060,SB-5-20250207,,default,,,,UTROAFNGGC52,order_4YjGz6iqsMIotk,ORD-5-0041,upi,,,,
STL-VTVBTO2M,payment,0,265619,265619,INR,0,0,False,True,1739102160,1739262300,SB-5-20250211,,default,,,,UTRXRI8TSZ1F,order_VKzXH6kmYEhI18,ORD-5-0042,upi,,,,
rfnd_oeRKCxAsSEpfug,refund,99060,0,99060,INR,0,0,False,True,1739262300,1739262300,SB-5-20250211,,default,Partial refund,,STL-VTVBTO2M,UTRXRI8TSZ1F,order_VKzXH6kmYEhI18,ORD-5-0042,upi,,,,
STL-WQKBN08G,payment,0,2747671,2817488,INR,69817,10650,False,True,1738829280,1739164140,SB-5-20250210,,default,,,,UTR17WZR5KOW,order_ATp19hfk6wsHZC,ORD-5-0043,card,,,credit,
STL-024S6M8W,payment,0,4658138,4658138,INR,0,0,False,True,1738772820,1738814280,SB-5-20250206,,default,,,,UTRMWW57XN6X,order_YuIAUtx5r5SWwr,ORD-5-0044,upi,,,,
STL-AQDJ1Q8N,payment,0,2118689,2142709,INR,24020,3664,False,True,1738850880,1739176920,SB-5-20250210,,default,,,,UTR17WZR5KOW,order_XmpwK6BpPXMFef,ORD-5-0045,card,,,debit,
STL-J5QOEZIJ,payment,0,214939,220400,INR,5461,833,False,True,1738851720,1739178720,SB-5-20250210,,default,,,,UTR17WZR5KOW,order_jjdsPsc4KmyElj,ORD-5-0047,card,,,credit,
STL-CDE8B3MZ,payment,0,3088967,3088967,INR,0,0,False,True,1739027040,1739280540,SB-5-20250211,,default,,,,UTRXRI8TSZ1F,order_AIdJ8CgMiT1yoN,ORD-5-0048,upi,,,,
STL-7H3JK4IP,payment,0,1370803,1370803,INR,0,0,False,True,1739004900,1739269140,SB-5-20250211,,default,,,,UTRXRI8TSZ1F,order_1ooDHUY7IZnN5b,ORD-5-0049,upi,,,,
STL-XBZHR842,payment,0,4618735,4671098,INR,52363,7988,False,True,1738730880,1738919160,SB-5-20250207,,default,,,,UTROAFNGGC52,order_jBVFZLHQ8lsSDK,ORD-5-0050,card,,,debit,
rfnd_al8XzSMSdFmQss,refund,768881,0,768881,INR,0,0,False,True,1738919160,1738919160,SB-5-20250207,,default,Partial refund,,STL-XBZHR842,UTROAFNGGC52,order_jBVFZLHQ8lsSDK,ORD-5-0050,card,,,debit,
STL-UWGGATEV,payment,0,2346622,2373226,INR,26604,4058,False,True,1738598520,1738737540,SB-5-20250205,,default,,,,UTR829QKKIQX,order_T8py8obe9CdUem,ORD-5-0051,card,,,debit,
STL-BJ2OSS24,payment,0,4157514,4263155,INR,105641,16115,False,True,1739016660,1739349300,SB-5-20250212,,default,,,,UTR5EI1NDOE7,order_pDjcb9v3BC0Mcg,ORD-5-0052,card,,,credit,
STL-4SZ5ZRDQ,payment,0,305869,305869,INR,0,0,False,True,1738827840,1738902840,SB-5-20250207,,default,,,,UTROAFNGGC52,order_Sas0MAkS3PpNyQ,ORD-5-0053,upi,,,,
STL-XA9POQBG,payment,0,568043,568043,INR,0,0,False,True,1738827840,1739162040,SB-5-20250210,,default,,,,UTR17WZR5KOW,order_Sas0MAkS3PpNyQ,ORD-5-0053,upi,,,,
STL-UH43Q8IN,payment,0,4803370,4804904,INR,1534,234,False,True,1738983600,1739345580,SB-5-20250212,,default,,,,UTR5EI1NDOE7,order_1k88YDtwqWqPdQ,ORD-5-0054,netbanking,,,,
STL-OQDPZ4TL,payment,0,3348061,3348064,INR,0,0,False,True,1739100060,1739277600,SB-5-20250211,,default,,,,UTRXRI8TSZ1F,order_6J3vkvfzRZ280B,ORD-5-0055,upi,,,,
STL-HMOXYSZP,payment,0,3039829,3039829,INR,0,0,False,True,1738856640,1738899600,SB-5-20250207,,default,,,,UTROAFNGGC52,order_M3I0MCCahh5RoI,ORD-5-0056,upi,,,,
STL-LCJS0UB0,payment,0,1565973,1565973,INR,0,0,False,True,1738856640,1739158800,SB-5-20250210,,default,,,,UTR17WZR5KOW,order_M3I0MCCahh5RoI,ORD-5-0056,upi,,,,
STL-VK7Z8UO8,payment,0,755850,755850,INR,0,0,False,True,1738903980,1739163000,SB-5-20250210,,default,,,,UTR17WZR5KOW,order_JpGPnh2HpQmuYU,ORD-5-0057,upi,,,,
STL-2BJDVL1P,payment,0,3694466,3694466,INR,0,0,False,True,1738811220,1738937580,SB-5-20250207,,default,,,,UTROAFNGGC52,order_t1Gfvll85zABDu,ORD-5-0058,upi,,,,
STL-BG1Q5749,payment,0,827803,827803,INR,0,0,False,True,1738860480,1738915140,SB-5-20250207,,default,,,,UTROAFNGGC52,order_20jhKwfOZEie3k,ORD-5-0059,upi,,,,
STL-3WEP2UAL,payment,0,797176,797176,INR,0,0,False,True,1738737000,1738845360,SB-5-20250206,,default,,,,UTRMWW57XN6X,order_zvWnmYmn45Ibet,ORD-5-9532,upi,,,,
